source_idx,source_name,volume,issue,n_works,yr_min,yr_max,yr_spread,years_and_counts,example_titles
2764541937,Journal of Economics and Development,26,1,5,2021,2023,2,"{2021: 1, 2022: 1, 2023: 3}",The impact of trust on intellectual property right protection: a cross-national study
3354691,Journal of Small Business and Enterprise Development,30,2,9,2021,2023,2,"{2021: 1, 2022: 5, 2023: 3}","Algorithms and venture investment decisions: better, fairer or biased?"
136999626,Journal of Property Investment and Finance,39,3,7,2019,2021,2,"{2019: 2, 2020: 4, 2021: 1}",Editorial for special issue on infrastructure and real estate
1558358,Journal of Business Strategy,41,3,7,2018,2020,2,"{2018: 1, 2019: 5, 2020: 1}",Family protocol: how it shapes succession in family firms
46039370,Journal of Economic Geography,17,4,4,2015,2017,2,"{2015: 1, 2017: 3}",The impact of Urban Enterprise Zones on establishment location decisions and labor market outcomes: evidence from France
4210183127,Cuadernos de Economía,38,78,5,2017,2019,2,"{2017: 1, 2019: 4}",Who Wants Violence? The Political Economy of Conflict and State Building in Colombia
49331332,Service Industries Journal,44,7-8,6,2022,2024,2,"{2022: 3, 2023: 1, 2024: 2}",Reuse intention of augmented reality apps: recreational consciousness as moderator
9019866,Journal of Transnational Management,27,2,5,2020,2022,2,"{2020: 2, 2022: 3}",The relationship of domestic institutional investors and India stock market returns: An ARDL bound testing approach | Remittance flows and banking sector development in emerging markets: Do institutions matter?
31690342,Strategic Entrepreneurship Journal,15,1,7,2019,2021,2,"{2019: 1, 2020: 5, 2021: 1}",The option value in Jack‐of‐all‐trades investment
2764580720,Journal of Global Scholars of Marketing Science,33,3,9,2021,2023,2,"{2021: 2, 2022: 5, 2023: 2}",How do customers respond to external store environment? Analyzing the new luxury segment | Luxury product and brand purchasing behavior: A conceptual perspective.
98984247,Computational Economics,47,4,6,2014,2016,2,"{2014: 1, 2015: 4, 2016: 1}","Forecasting US Unemployment with Radial Basis Neural Networks, Kalman Filters and Support Vector Regressions"
122767448,Journal of Management,39,7,10,2011,2013,2,"{2011: 1, 2012: 5, 2013: 4}",How Lead Founder Personality Affects New Venture Performance
72915307,Organization,28,6,13,2019,2021,2,"{2019: 3, 2020: 3, 2021: 7}","Book Review: <i>Universities and the Occult Rituals of the Corporate World: Higher Education and the Metaphorical Parallels with Myth and Magic</i> by Felicity Wood | Book Review: <i>The Ethical Professor: A Practical Guide to Research, Teaching and Professional Life</i> by Lorraine Eden, Kathy Lund Eden and Paul M. Vaaler"
33741590,Academy of Management Perspectives,34,3,8,2018,2020,2,"{2018: 5, 2019: 2, 2020: 1}",Opportunity: Is There a Future in the Construct?
124549413,Journal of Economic Surveys,26,4,9,2010,2012,2,"{2010: 4, 2011: 4, 2012: 1}","Professor Halbert L. White, 1950–2012"
38024979,Journal of International Business Studies,52,8,10,2019,2021,2,"{2019: 2, 2020: 2, 2021: 6}",Acting on anger: Cultural value moderators of the effects of consumer animosity | Managerial metric use in marketing decisions across 16 countries: A cultural perspective
136745531,Macroeconomic Dynamics,23,S1,4,2017,2019,2,"{2017: 2, 2018: 1, 2019: 1}","INFLATION TARGETING, CREDIT FLOWS, AND FINANCIAL STABILITY IN A REGIME CHANGE MODEL"
172297888,The Review of Austrian Economics,26,3,9,2011,2013,2,"{2011: 2, 2012: 3, 2013: 4}",Firms as knowledge repositories | Without judgment: An empirically-based entrepreneurial theory of the firm
95314075,Leadership,13,3,7,2015,2017,2,"{2015: 5, 2016: 1, 2017: 1}",Is critical leadership studies ‘critical’?
2764423627,Contemporary Management Research,9,2,10,2013,2015,2,"{2013: 8, 2015: 2}",The Effects of Bi-Direction of Work Family Enrichment on Work and Family Related Outcomes among Women Faculty Members | Personality Traits and Teaching Style of Management Teachers: An Empirical Study
125775545,Operations Research,72,3,25,2022,2024,2,"{2022: 10, 2023: 11, 2024: 4}",Single-Product Assemble-to-Order Systems with Exogenous Lead Times | Technical Note—Multimarket Cournot Equilibria with Heterogeneous Resource-Constrained Firms
154533451,IEEE Transactions on Engineering Management,70,10,30,2021,2023,2,"{2021: 27, 2023: 3}",Where technology and philanthropy intersect | TechRxiv: Share Your Preprint Research with the World!
967494592,Global Business Review,20,2,16,2017,2019,2,"{2017: 3, 2019: 13}",Examining the Mediating Role of Person–Job Fit in the Relationship between Training and Performance: A Civil Servant Perspective | An Empirical Study of Consumers Intention to Purchase Wooden Handicraft Items Online: Using Extended Technology Acceptance Model
2912564958,Journal of Public Budgeting Accounting & Financial Management,34,6,13,2020,2022,2,"{2020: 1, 2021: 6, 2022: 6}",Does fiscal decentralization promote economic growth? An empirical approach to the study of China and India
146099957,International Journal of Finance & Economics,27,4,60,2020,2022,2,"{2020: 55, 2021: 4, 2022: 1}",Essays in modelling financial market dynamics: An overview
41869786,Small Business Economics,37,3,6,2009,2011,2,"{2009: 5, 2011: 1}",Candidate gene studies and the quest for the entrepreneurial gene
197981039,Economics and Politics,24,1,4,2010,2012,2,"{2010: 1, 2011: 1, 2012: 2}",The Role of the Judiciary in the Public Decision Making Process
57667410,Annals of Operations Research,198,1,9,2010,2012,2,"{2010: 2, 2011: 5, 2012: 2}",A polling model with reneging at polling instants | Stability of a spatial polling system with greedy myopic service
4210218316,European Journal of Management and Business Economics,34,2,8,2022,2024,2,"{2022: 2, 2023: 4, 2024: 2}","Rule with an iron hand: powerful CEOs, influential shareholders and corporate performance in Russia | Exploring the roles of self-determined motivation and perceived organizational support in organizational change"
41869786,Small Business Economics,35,2,6,2008,2010,2,"{2008: 2, 2009: 2, 2010: 2}",Gibrat’s law and persistence of growth in Greek manufacturing | One or more growth processes? Evidence from new Italian firms
116483603,Journal of Risk & Insurance,87,2,11,2018,2020,2,"{2018: 3, 2019: 7, 2020: 1}","King William's Tontine: Why the Retirement Annuity of the Future Should Resemble Its Past, Moshe A. Milevsky (Ed.), 2015, Cambridge, UK: Cambridge University Press, 257 pages, ISBN: 978‐1‐107‐07612‐9 (Hardback)."
62126747,The Singapore Economic Review,64,03,14,2016,2018,2,"{2016: 11, 2017: 2, 2018: 1}",OWNERSHIP-RELATED WAGE DIFFERENTIALS BY OCCUPATION IN VIETNAMESE MANUFACTURING
151705444,Journal of Management Studies,57,2,7,2018,2020,2,"{2018: 1, 2019: 5, 2020: 1}",Person or Job? Change in Person‐Job Fit and Its Impact on Employee Work Attitudes over Time
131852005,European Financial Management,18,1,5,2009,2011,2,"{2009: 2, 2010: 1, 2011: 2}",Long‐term Performance of Greek IPOs
146522396,Annals of Finance,9,1,5,2010,2012,2,"{2010: 1, 2011: 2, 2012: 2}",Liquidity-saving mechanisms in collateral-based RTGS payment systems
140059072,Human Resource Development International,24,2,7,2019,2021,2,"{2019: 1, 2020: 5, 2021: 1}",Virtual reality interventions in developing and managing human resources
201675752,Canadian Journal of Administrative Sciences / Revue Canadienne des Sciences de l Administration,34,1,8,2015,2017,2,"{2015: 4, 2016: 3, 2017: 1}",Éditorial
4210190151,Omega,37,1,22,2006,2008,2,"{2006: 12, 2007: 8, 2008: 2}","Essential properties of good OR/MS professionals | Acknowledgement to referees (From March 16, 2007 to March 31, 2008)"
11394615,Strategic Organization,20,1,9,2020,2022,2,"{2020: 2, 2021: 5, 2022: 2}",Painful memories as mnemonic resources: Grand Canyon Dories and the protection of place | Generational brokerage: An intersubjective perspective on managing temporal orientations in family firm succession
122767448,Journal of Management,38,3,7,2010,2012,2,"{2010: 6, 2012: 1}",Misconceptions of Traits Continue to Persist
146268463,Journal of Institutional Economics,5,2,6,2007,2009,2,"{2007: 1, 2009: 5}",Institutions and U.S. Regional Development: A Study of Massachusetts and Virginia
14291815,Journal of Marketing Management,39,9-10,11,2021,2023,2,"{2021: 1, 2022: 2, 2023: 8}",The romance of prefiguration and the task of organization
4210181832,Total Quality Management & Business Excellence,36,3-4,9,2020,2022,2,"{2020: 8, 2022: 1}",Open Total Quality Management in the Circular Economy age: a social enterprise perspective through the case of Patagonia
174413665,Review of Income and Wealth,60,2,10,2012,2014,2,"{2012: 3, 2013: 3, 2014: 4}",The <scp>GDP</scp> Value of Twentieth‐Century Health Improvements in Developed Economies: Initial Estimates for <scp>E</scp>ngland | Non‐Linear Pricing and Price Indexes: Evidence and Implications from Scanner Data
43637407,R and D Management,48,1,11,2015,2017,2,"{2015: 2, 2016: 2, 2017: 7}",University patenting and technology commercialization – legal frameworks and the importance of local practice | Positioning <scp>UK</scp> research and technology organizations as outward‐facing technology‐bases
57667410,Annals of Operations Research,311,2,32,2020,2022,2,"{2020: 24, 2021: 7, 2022: 1}",Recent advances in multiobjective optimization
942037226,Business History,66,4,13,2022,2024,2,"{2022: 7, 2023: 1, 2024: 5}","Gender and bankarization in Spain, 1949–1970"
206615888,Economic Inquiry,50,3,18,2010,2012,2,"{2010: 5, 2011: 12, 2012: 1}","TOURNAMENTS, FAIRNESS AND THE PROUHET‐THUE‐MORSE SEQUENCE"
184126201,British Journal of Management,26,3,13,2013,2015,2,"{2013: 1, 2014: 3, 2015: 9}",Off to Plan or Out to Lunch? Relationships between Design Characteristics and Outcomes of Strategy Workshops
116483603,Journal of Risk & Insurance,83,2,13,2014,2016,2,"{2014: 5, 2015: 3, 2016: 5}","Portfolio Choice in Retirement—What is The Optimal Home Equity Release Product? | Yes, No, Perhaps? Premium Risk and Guaranteed Renewable Insurance Contracts With Heterogeneous Incomplete Private Information"
49396926,Thunderbird International Business Review,59,3,12,2015,2017,2,"{2015: 1, 2016: 8, 2017: 3}",Cross-Border M&amp;As by Chinese Companies in Advanced Countries: Antecedents and Implications
117778295,Academy of Management Journal,59,2,15,2014,2016,2,"{2014: 1, 2015: 11, 2016: 3}",Friends and Profits Don’t Mix: The Performance Implications of Repeated Partnerships
2898476603,Investigaciones de Historia Económica,14,1,20,2016,2018,2,"{2016: 14, 2017: 5, 2018: 1}",Agradecimientos
117460449,Asia Pacific Business Review,30,4,14,2022,2024,2,"{2022: 9, 2023: 3, 2024: 2}","Professor Gordon Redding, 20 May 1937–17 February 2024 | Beyond the gender gap in Japan"
171424506,European Accounting Review,27,1,10,2016,2018,2,"{2016: 9, 2018: 1}","Thank you to Associate Editors, Editorial Board Members, Ad hoc Associate Editors, Guest Editors and Reviewers 2017"
153861934,Journal of Marketing Education,42,2,8,2018,2020,2,"{2018: 5, 2019: 1, 2020: 2}","Improv Comedy and Modern Marketing Education: Exploring Consequences for Divergent Thinking, Self-Efficacy, and Collaboration"
178563901,Society and Business Review,15,2,5,2018,2020,2,"{2018: 2, 2019: 1, 2020: 2}",Steps towards a CSR binding paradigm
140551370,Cornell Hospitality Quarterly,64,2,8,2021,2023,2,"{2021: 2, 2022: 5, 2023: 1}",Service Innovation and Emerging Technologies in Tourism and Hospitality
38024979,Journal of International Business Studies,50,1,11,2017,2019,2,"{2017: 1, 2018: 8, 2019: 2}",Does organizational formalization facilitate voice and helping organizational citizenship behaviors? It depends on (national) uncertainty norms
579031,Economic Theory,67,3,8,2017,2019,2,"{2017: 2, 2018: 5, 2019: 1}",Supermodularity and Complementarity in Economic Theory
184126201,British Journal of Management,31,2,11,2018,2020,2,"{2018: 2, 2019: 7, 2020: 2}",Network Embeddedness in Exploration and Exploitation of Joint R&amp;D Projects: A Structural Approach | When Many Davids Collaborate with One Goliath: How Inter‐organizational Networks (Fail to) Manage Size Differentials
132285554,Creativity and Innovation Management,25,3,9,2014,2016,2,"{2014: 1, 2016: 8}",Managing Intellectual Capital in<scp>I</scp>talian Manufacturing<scp>SMEs</scp>
174413665,Review of Income and Wealth,68,1,10,2020,2022,2,"{2020: 1, 2021: 8, 2022: 1}",Income Composition Inequality
4210191457,Innovation and Development,12,2,8,2020,2022,2,"{2020: 4, 2021: 3, 2022: 1}",Introduction to a special issue on ‘Building innovation capabilities for sustainable industrialization in Africa: status and prospects’
58438227,Journal of Revenue and Pricing Management,18,1,9,2017,2019,2,"{2017: 2, 2018: 6, 2019: 1}",Big Data
2764837506,Indian Journal of Labour Economics,63,2,20,2018,2020,2,"{2018: 1, 2020: 19}",Job Polarisation in India: Structural Causes and Policy Implications
170231156,International Journal of Entrepreneurial Behaviour & Research,29,3,10,2021,2023,2,"{2021: 2, 2022: 5, 2023: 3}",Ethnicity and bank lending before and during COVID-19 | Interfirm collaboration as a performance-enhancing survival strategy within the business models of ethnic minority-owned urban restaurants affected by COVID-19
65924262,Contemporary Accounting Research,29,2,14,2010,2012,2,"{2010: 1, 2011: 11, 2012: 2}",Investor Reactions to Contrasts Between the Earnings Preannouncements of Peer Firms*
4210222895,Meditari Accountancy Research,32,1,9,2022,2024,2,"{2022: 1, 2023: 7, 2024: 1}",A narrative approach for reporting social and environmental accounting impacts in the mining sector – giving marginalized communities a voice
942037226,Business History,66,3,13,2021,2023,2,"{2021: 8, 2022: 4, 2023: 1}",The grain trade and minorities in the early modern Italian Peninsula and beyond: An introduction
8124760,Journal of Management & Organization,24,2,10,2016,2018,2,"{2016: 2, 2017: 6, 2018: 2}",An empirical analysis of the effects of humor on communication satisfaction and job performance in international joint ventures in Iran | Is high-quality knowledge always beneficial? Knowledge overlap and innovation performance in technological mergers and acquisitions
180061323,The Review of Economics and Statistics,88,3,13,2004,2006,2,"{2004: 1, 2006: 12}",Foreign Lobbies and U.S. Trade Policy
82262387,Journal of Information Systems,33,1,9,2017,2019,2,"{2017: 5, 2018: 3, 2019: 1}",Editorial Policy
7424199,Public Choice,191,3-4,11,2019,2021,2,"{2019: 8, 2020: 1, 2021: 2}","Analytical thinking, prosocial voting, and intergroup competition: experimental evidence from China"
57667410,Annals of Operations Research,244,1,14,2014,2016,2,"{2014: 4, 2015: 4, 2016: 6}",Double resource optimization for a robust computer network subject to a transmission budget | Optimal warranty policies considering repair service and replacement service under the manufacturer’s perspective
107036887,Asia Pacific Journal of Management,37,1,13,2018,2020,2,"{2018: 10, 2019: 2, 2020: 1}",Making contributions beyond theory-based studies: From the APJM editorial team
2764580720,Journal of Global Scholars of Marketing Science,33,2,8,2021,2023,2,"{2021: 1, 2022: 4, 2023: 3}",Haute couture-to-table? A study of luxury fashion-brand restaurants/Cafés
136745531,Macroeconomic Dynamics,22,5,11,2016,2018,2,"{2016: 2, 2017: 5, 2018: 4}","AGING, RETIREMENT, AND PAY-AS-YOU-GO PENSIONS | UNEMPLOYMENT PERSISTENCE AND QUANTILE PARAMETER HETEROGENEITY"
172313144,European Management Review,16,4,21,2017,2019,2,"{2017: 3, 2018: 17, 2019: 1}",List of Reviewers 2019
967494592,Global Business Review,20,4,16,2017,2019,2,"{2017: 1, 2019: 15}",Price Discovery and Volatility Transmission in Currency Spot and Futures Markets in India: An Empirical Analysis
197145128,Journal of Organizational Change Management,34,1,14,2018,2020,2,"{2018: 10, 2020: 4}","Exploring microfoundations of dynamic capabilities – challenges, barriers and enablers of organizational change | Antecedents and outcome of employee change fatigue and change cynicism"
4210175221,Asia-Pacific Journal of Regional Science,6,1,18,2020,2022,2,"{2020: 1, 2021: 15, 2022: 2}",Assessment of the improvement in energy intensity by the new high-speed railway in Japan
65528657,Journal of Regional Science,57,3,11,2015,2017,2,"{2015: 1, 2016: 5, 2017: 5}",URBAN SPATIAL STRUCTURE AND MOTORIZATION IN CHINA
154533451,IEEE Transactions on Engineering Management,70,5,26,2021,2023,2,"{2021: 22, 2023: 4}",Where technology and philanthropy intersect | Table of Contents
152304618,The Leadership Quarterly,32,5,12,2019,2021,2,"{2019: 2, 2020: 6, 2021: 4}",We don't need more leaders – We need more good leaders. Advancing a virtues-based approach to leader(ship) development | From competency to conversation: A multi-perspective approach to collective leadership development
88045947,The International Trade Journal,38,4,5,2022,2024,2,"{2022: 2, 2023: 1, 2024: 2}",Uruguay’s Wine Export Strategies
170137484,Review of Financial Studies,32,9,9,2017,2019,2,"{2017: 1, 2018: 6, 2019: 2}",Whatever It Takes: The Real Effects of Unconventional Monetary Policy
66510378,Critical Perspectives on Accounting,16,7,6,2003,2005,2,"{2003: 1, 2004: 3, 2005: 2}",A critical perspective on the harmonisation of accounting in a globalising world
98984247,Computational Economics,58,3,15,2019,2021,2,"{2019: 3, 2020: 11, 2021: 1}",Computational Aspects of Sustainability
23254222,American Economic Review,112,7,9,2020,2022,2,"{2020: 2, 2021: 1, 2022: 6}",Heterogeneous Global Booms and Busts
20489460,Benchmarking An International Journal,28,9,10,2019,2021,2,"{2019: 1, 2021: 9}",Human competences for sustainable strategic management: evidence from Brazil
117778295,Academy of Management Journal,66,6,13,2021,2023,2,"{2021: 1, 2022: 4, 2023: 8}","Mother’s Reentry: A Relative Contribution Perspective of Dual-Earner Parents’ Roles, Resources, and Outcomes"
7345157,Eastern Economic Journal,43,2,14,2015,2017,2,"{2015: 4, 2016: 7, 2017: 3}",Response to How to Market the Markets: The Trouble with Profit Maximization | Introduction to the Symposium on Agent-based Modeling
108845946,Economica,71,283,17,2002,2004,2,"{2002: 1, 2004: 16}",Settlement in Tax Evasion Prosecution
35298862,Journal of Macromarketing,44,2,24,2022,2024,2,"{2022: 1, 2023: 9, 2024: 14}",Getting Things Right; Diagnose and Design in The Evolution of Community Provisioning Systems
2764423627,Contemporary Management Research,11,2,4,2015,2017,2,"{2015: 3, 2017: 1}","Reciprocal Relationship and the Mediating Role between Dimensions of Attitude towards Advertisement (Aad), Brand Attitude (Abr) and Purchase Intention (PI) - A Case Study of Ready-to-Eat Food Products"
76633192,Journal of Business Ethics,159,3,20,2017,2019,2,"{2017: 1, 2018: 18, 2019: 1}",Transforming Good Intentions into Social Impact: A Case on the Creation and Evolution of a Social Enterprise
37173775,European Journal of Law and Economics,39,2,12,2012,2014,2,"{2012: 3, 2013: 6, 2014: 3}",Valuing commercial radio licences | Piracy and creation: the case of the music industry
157600745,International Journal of Productivity and Performance Management,73,11,14,2022,2024,2,"{2022: 2, 2023: 7, 2024: 5}",Output measurement in professional public organizations: insights from European justice systems | Resource Overall Equipment Cost Loss indicator to assess equipment performance and product cost
70698675,Technovation,27,3,7,2005,2007,2,"{2005: 3, 2006: 2, 2007: 2}",The politics of innovation: Why innovations need a godfather | University to business technology transfer—UK and USA comparisons
4210241102,Innovation & Management Review,20,4,6,2021,2023,2,"{2021: 1, 2022: 3, 2023: 2}",Exploring the impact of the COVID-19 pandemic on approaches to innovation in the consulting industry: a grounded theory pilot study
87933477,Environment and Planning A Economy and Space,53,3,8,2019,2021,2,"{2019: 3, 2020: 2, 2021: 3}","Unsolicited urbanism: development monopolies, regulatory-technical fixes and planning-as-deal-making | Embedding futurity in urban governance: Redevelopment schemes and the time value of money"
62957338,The Journal of Human Resources,60,2,9,2022,2024,2,"{2022: 8, 2024: 1}",Birth Cohort Size Variation and the Estimation of Class Size Effects
70698675,Technovation,34,11,7,2012,2014,2,"{2012: 2, 2014: 5}",The insight-value-perception (iVP) model for user-centered design | Technology-based design and sustainable economic growth
46039370,Journal of Economic Geography,14,2,10,2011,2013,2,"{2011: 1, 2012: 1, 2013: 8}",The Effect of Agglomeration Size on Local Taxes
62957338,The Journal of Human Resources,57,6,11,2020,2022,2,"{2020: 10, 2022: 1}","The Journal of Human Resources Referees, Volume 57"
175672440,Regional Studies,51,6,15,2015,2017,2,"{2015: 1, 2016: 11, 2017: 3}",Meta-analysis of the impact of European Union Structural Funds on regional growth
127742747,Journal of Econometrics,232,2,14,2021,2023,2,"{2021: 12, 2022: 1, 2023: 1}",Cluster-robust inference: A guide to empirical practice
180061323,The Review of Economics and Statistics,95,3,20,2010,2012,2,"{2010: 1, 2012: 19}",Optimal Use of Labor Market Policies: The Role of Job Search Assistance
154010748,Management Decision,58,7,11,2018,2020,2,"{2018: 2, 2019: 2, 2020: 7}",Cross-country differences in innovative entrepreneurial activity | Entrepreneurial continuance logic
27632631,Journal of Brand Management,16,4,6,2007,2009,2,"{2007: 2, 2008: 2, 2009: 2}",The Big Five and brand personality: Investigating the impact of consumer personality on preferences towards particular brand personality | Ownership effects in consumers' brand extension evaluations
182689569,Quantitative Finance,20,11,8,2018,2020,2,"{2018: 3, 2020: 5}",Pricing exchange options with correlated jump diffusion processes | Forecasting high-dimensional realized volatility matrices using a factor model
162583106,Health Marketing Quarterly,40,1,6,2021,2023,2,"{2021: 3, 2022: 2, 2023: 1}",The impact of country image and patient cosmopolitanism on medical tourism
151705444,Journal of Management Studies,59,1,9,2019,2021,2,"{2019: 1, 2020: 1, 2021: 7}",Toward a Theory of Activist‐Driven Responsible Innovation: How Activists Pressure Firms to Adopt More Responsible Practices
133599136,Organizational Research Methods,23,1,8,2017,2019,2,"{2017: 2, 2018: 3, 2019: 3}","Condition 9 and 10 Tests of Model Confirmation: A Review of James, Mulaik, and Brett (1982) and Contemporary Alternatives | Not Aggressive or Just Faking It? Examining Faking and Faking Detection on the Conditional Reasoning Test of Aggression"
49327401,Journal of Sports Economics,15,4,6,2012,2014,2,"{2012: 5, 2014: 1}",Book Review: Public/private partnerships for major league sports facilities
166264140,Emerging Markets Finance and Trade,57,9,15,2019,2021,2,"{2019: 10, 2020: 4, 2021: 1}",Does Guarantee Network Reduce Firms’ Earnings Management?
38901890,International Journal of Accounting Information Systems,13,2,6,2010,2012,2,"{2010: 1, 2011: 1, 2012: 4}",Will XBRL improve corporate governance?
149131268,Journal of Economic Theory,133,1,26,2005,2007,2,"{2005: 8, 2006: 17, 2007: 1}",SPET Announcement
131852005,European Financial Management,19,5,8,2011,2013,2,"{2011: 5, 2012: 1, 2013: 2}",Risk Management for Italian Non‐Financial Firms: Currency and Interest Rate Exposure
37376905,Journal of Public Policy & Marketing,37,1,14,2016,2018,2,"{2016: 1, 2017: 3, 2018: 10}",Best in Class or Simply the Best? The Impact of Absolute versus Relative Ecolabeling Approaches
33323087,Management Science,68,4,34,2020,2022,2,"{2020: 1, 2021: 26, 2022: 7}",The Earnings Expectations Game and the Dispersion Anomaly
37173775,European Journal of Law and Economics,35,2,7,2011,2013,2,"{2011: 4, 2012: 1, 2013: 2}",A property rights view of multi-unit franchising
107036887,Asia Pacific Journal of Management,30,3,17,2011,2013,2,"{2011: 2, 2012: 12, 2013: 3}",Why do venture capital firms exist: An institution-based rent-seeking perspective and Chinese evidence | The influence of intellectual capital on organizational performance—Knowledge management as moderator
76633192,Journal of Business Ethics,156,1,20,2017,2019,2,"{2017: 17, 2018: 2, 2019: 1}",Review of Private Government: How Employers Rule Our Lives (and Why We Don’t Talk About It) by Elizabeth Anderson
206615888,Economic Inquiry,58,2,26,2018,2020,2,"{2018: 2, 2019: 20, 2020: 4}",EARLY EVIDENCE ON RECREATIONAL MARIJUANA LEGALIZATION AND TRAFFIC FATALITIES | GETTING INTO THE WEEDS: DOES LEGAL MARIJUANA ACCESS BLUNT ACADEMIC PERFORMANCE IN COLLEGE?
9731383,Research Policy,51,9,18,2020,2022,2,"{2020: 3, 2021: 9, 2022: 6}","The formal institutional context of informal entrepreneurship: A cross-national, configurational-based perspective | Does light touch cluster policy work? Evaluating the tech city programme"
137519996,Electronic Markets,30,3,17,2018,2020,2,"{2018: 3, 2019: 5, 2020: 9}",A hierarchical taxonomy of business model patterns | How pull vs. push information delivery and social proof affect information disclosure in location based services
33741590,Academy of Management Perspectives,35,4,9,2019,2021,2,"{2019: 2, 2020: 5, 2021: 2}",Urban Farmers and Cowboy Coders: Reimagining Rural Venturing in the 21st Century | Contracting in the Smart Era: The Implications of Blockchain and Decentralized Autonomous Organizations for Contracting and Corporate Governance
7424199,Public Choice,199,1-2,9,2022,2024,2,"{2022: 2, 2023: 6, 2024: 1}",Empirical and computational approaches to collective choice: introduction to a special issue
2898402987,Spanish Journal of Marketing - ESIC,28,2,6,2022,2024,2,"{2022: 2, 2023: 3, 2024: 1}",Luxury fashion brand coolness: niche versus mass cool
4210231679,Journal of Industrial Integration and Management,8,02,5,2021,2023,2,"{2021: 1, 2022: 3, 2023: 1}",Adaptive Shewhart Control Charts Under Fuzzy Parameters with Tuned Particle Swarm Optimization Algorithm
191693275,Human Resource Development Quarterly,34,1,6,2021,2023,2,"{2021: 4, 2023: 2}",Top 12 reasons your qualitative research will be accepted by a journal | Information for Contributors
147126554,Panoeconomicus,72,1,6,2022,2024,2,"{2022: 1, 2023: 2, 2024: 3}",Revisiting monetary policy effectiveness in Turkey using a FAVAR model
4210237103,Indonesian Management and Accounting Research,20,2,6,2021,2023,2,"{2021: 1, 2022: 2, 2023: 3}",The Role of Strategic Management in Improving the Quality of Accounting Information Systems at Insurance Compenies in Indonesia
133599136,Organizational Research Methods,13,3,14,2008,2010,2,"{2008: 2, 2009: 6, 2010: 6}","Book Review: Newman: Kenny, D. A., Kashy, D. A., &amp; Cook, W. L. (2006). Dyadic Data Analysis. New York: Guilford | Book Review: Book Review: Locke"
4210174288,American Economic Review Insights,5,2,9,2021,2023,2,"{2021: 1, 2023: 8}",Reputation and Partial Default
50631486,Journal of Knowledge Management,28,3,13,2021,2023,2,"{2021: 1, 2023: 12}",Research on the impact of knowledge sharing on risk control of inclusive finance in rural areas during the post-COVID-19 era
82593474,Asian Business & Management,21,5,6,2020,2022,2,"{2020: 2, 2021: 2, 2022: 2}","HRM practices in South Asia: convergence, divergence, and intra-regional differences | Dynamic capabilities of emerging market multinational enterprises and the Uppsala model"
2736251538,The Review of Corporate Finance Studies,13,2,8,2022,2024,2,"{2022: 5, 2023: 2, 2024: 1}",A Survey of Private Debt Funds
107036887,Asia Pacific Journal of Management,29,1,9,2010,2012,2,"{2010: 6, 2011: 1, 2012: 2}",Tackling one-sidedness in equality and diversity research: Characteristics of the current dominant approach to managing diverse workgroups in Iran
2764557015,Journal of Islamic Economics Banking and Finance,13,1,13,2015,2017,2,"{2015: 1, 2017: 12}",Welfare Potential of Zakat : An Attempt to Estimate Economy Wide Zakat Collection in Pakistan
33741590,Academy of Management Perspectives,35,1,8,2018,2020,2,"{2018: 4, 2019: 2, 2020: 2}",Equity Crowdfunding and Governance: Toward an Integrative Model and Research Agenda | Activist Hedge Funds: Beware the New Titans
125273398,The Quarterly Review of Economics and Finance,46,1,8,2003,2005,2,"{2003: 1, 2005: 7}",Loan guarantee portfolios and joint loan guarantees with stochastic interest rates
57667410,Annals of Operations Research,310,1,12,2020,2022,2,"{2020: 4, 2021: 7, 2022: 1}","OR and analytics for digital, resilient, and sustainable manufacturing 4.0"
4210209709,Health Policy,123,2,15,2017,2019,2,"{2017: 3, 2018: 11, 2019: 1}",Thanks to Reviewers 2018
61446109,Human Relations,74,4,6,2019,2021,2,"{2019: 3, 2020: 2, 2021: 1}",Contesting Social Responsibilities of Business: Experiences in Context
72915307,Organization,26,6,14,2017,2019,2,"{2017: 1, 2018: 8, 2019: 5}","The relational ontology of resistance: Hybridity, ventriloquism, and materiality in the production of bike commuting as resistance"
88045947,The International Trade Journal,38,2,6,2022,2024,2,"{2022: 2, 2023: 3, 2024: 1}",From the Editor
160573970,Journal of Organizational Behavior,45,3,9,2022,2024,2,"{2022: 4, 2023: 4, 2024: 1}",STEMming the tide: New perspectives on careers and turnover
73680622,Journal of Pensions Economics and Finance,23,3,5,2022,2024,2,"{2022: 1, 2023: 3, 2024: 1}",A simple approach to estimate long-term interest rates
2764423627,Contemporary Management Research,18,2,3,2021,2023,2,"{2021: 1, 2023: 2}",The Rising and Fall of Mobile Phone Enterprises: Patent-Based Competitive Advantage Analysis
4210231679,Journal of Industrial Integration and Management,9,02,8,2022,2024,2,"{2022: 2, 2024: 6}",A Taxonomy Study on Key Dimensions Which May Help SMEs for Industry 4.0 Implementation | Quality Function Deployment Framework for Selecting Optimal Greenhouse Microclimate Control System
185253248,Human Resource Management Review,31,1,13,2018,2020,2,"{2018: 1, 2019: 8, 2020: 4}",Catering to the crowd: An HRM perspective on crowd worker engagement
201533460,Applied Economics,41,26,12,2007,2009,2,"{2007: 2, 2008: 9, 2009: 1}",Threshold effects of financial status on the cost frontiers of financial institutions in nondynamic panels
