baseline_rank,source_idx,source_name,F,a_p,v_0110,v_1000,v_1111,r_1000,r_1111
840,2738281210,Review of Business Management,,77.000000,0.484688,0.925669,0.747762,1.909822,1.542768
841,118000741,The Journal of Investing,,104.000000,0.484629,0.772133,0.579929,1.593244,1.196643
842,942037226,Business History,,385.000000,0.484600,0.512252,0.433199,1.057062,0.893932
843,124851215,Journal of Social Entrepreneurship,,183.000000,0.484083,0.526673,0.496894,1.087981,1.026465
844,4210173643,International Journal of Health Economics and Management,,91.000000,0.482510,0.631804,0.571565,1.309409,1.184566
845,4210219052,Journal of Financial Management Markets and Institutions,,46.000000,0.482495,0.891209,0.754127,1.847085,1.562975
846,200274427,Pacific Economic Review,E,97.000000,0.482326,0.611984,0.555806,1.268818,1.152345
847,187709482,Electronic Commerce Research and Applications,,411.000000,0.481852,0.443356,0.446243,0.920109,0.926101
848,4210180542,Finance,,42.000000,0.481730,0.950599,0.785578,1.973304,1.630745
849,153849593,Baltic Journal of Management,B,173.000000,0.481039,0.533592,0.509408,1.109250,1.058975
850,191031105,Asia Pacific Journal of Marketing and Logistics,,572.000000,0.480918,0.426289,0.444083,0.886406,0.923405
851,2764593300,Agricultural and Resource Economics Review,,102.000000,0.480605,0.630264,0.552022,1.311398,1.148599
852,4210241102,Innovation & Management Review,,81.000000,0.480369,0.716376,0.628758,1.491302,1.308905
853,4210230148,OEconomia,,37.000000,0.480230,1.121017,0.867723,2.334333,1.806891
854,74917840,The Journal of Financial Research,,207.000000,0.480147,0.431715,0.442038,0.899133,0.920632
855,38196630,Asia-Pacific Journal of Business Administration,,163.000000,0.479507,0.548218,0.530977,1.143295,1.107340
856,99789271,The Journal of Fixed Income,E,79.000000,0.477071,1.099601,0.689453,2.304902,1.445179
857,4210188240,Journal of Organizational Effectiveness People and Performance,,175.000000,0.474575,0.509972,0.488062,1.074588,1.028420
858,166264140,Emerging Markets Finance and Trade,,915.000000,0.473614,0.354344,0.410610,0.748171,0.866972
859,132340323,Review of Economic Perspectives,E,44.000000,0.473553,0.985839,0.792645,2.081791,1.673824
860,4394735609,Foreign Trade Review,,79.000000,0.473402,0.886941,0.670758,1.873548,1.416890
861,164507624,Asian Review of Accounting,B,146.000000,0.472914,0.573661,0.527974,1.213033,1.116427
862,4210224398,International Hospitality Review,,97.000000,0.472372,0.713018,0.608732,1.509441,1.288669
863,17774442,American Journal of Business,,39.000000,0.471817,0.987834,0.813929,2.093681,1.725095
864,133770707,Empirica,E,143.000000,0.471515,0.470550,0.478588,0.997954,1.015000
865,66624660,Pacific Accounting Review,B,144.000000,0.469980,0.534471,0.513042,1.137221,1.091627
866,61474858,Services Marketing Quarterly,,80.000000,0.469759,0.650492,0.584094,1.384734,1.243389
867,83145862,History of Political Economy,,170.000000,0.469644,0.712077,0.507151,1.516204,1.079863
868,2764777187,Annals of Financial Economics,E,93.000000,0.469375,0.618859,0.586750,1.318474,1.250066
869,202264103,Journal of Asia Business Studies,,218.000000,0.469019,0.500456,0.492699,1.067026,1.050488
870,58879488,Journal of Financial Regulation and Compliance,,105.000000,0.468613,0.549907,0.529498,1.173477,1.129925
871,69458508,Journal of Asian Economics,E,378.000000,0.468426,0.420150,0.430534,0.896940,0.919108
872,4210218316,European Journal of Management and Business Economics,,138.000000,0.468239,0.545960,0.520532,1.165986,1.111680
873,81297664,Journal of Chinese Human Resource Management,,35.000000,0.468105,1.018559,0.833225,2.175920,1.779998
874,157001289,Journal of Nonprofit & Public Sector Marketing,,91.000000,0.467593,0.637397,0.561484,1.363146,1.200797
875,61350954,Journal of Advances in Management Research,,115.000000,0.466222,0.605983,0.552026,1.299772,1.184040
876,178563901,Society and Business Review,,113.000000,0.465684,0.602187,0.553055,1.293124,1.187620
877,2913204857,Journal of Business Economics,,212.000000,0.465411,0.444766,0.453306,0.955643,0.973992
878,4210190232,Academic Review,,31.000000,0.465021,1.100869,0.891459,2.367354,1.917029
879,2764580720,Journal of Global Scholars of Marketing Science,,146.000000,0.464399,0.626474,0.546005,1.348999,1.175724
880,141165859,Studies in Economics and Finance,,181.000000,0.462621,0.432471,0.458732,0.934830,0.991595
881,157427695,International Journal of Islamic and Middle Eastern Finance and Management,,255.000000,0.462224,0.551349,0.514593,1.192816,1.113296
882,2765029640,ESIC MARKET Economic and Business Journal,,44.000000,0.461756,0.915298,0.756130,1.982214,1.637511
883,2764820791,Journal of Organizational Ethnography,,91.000000,0.461281,0.750375,0.572119,1.626721,1.240284
884,38909374,The Journal of Alternative Investments,,93.000000,0.459862,0.710559,0.568413,1.545158,1.236052
885,4306515390,Journal of Business Models,B,53.000000,0.458329,0.797534,0.674347,1.740092,1.471316
886,4210190667,Asian Journal of Accounting Research,B,86.000000,0.458132,0.677130,0.608757,1.478024,1.328781
887,4210230413,Management Research Review,B,321.000000,0.457193,0.456171,0.453721,0.997765,0.992405
888,2764889080,Evolutionary and Institutional Economics Review,,78.000000,0.456929,0.805100,0.629831,1.761982,1.378400
889,100141487,Growth and Change,,339.000000,0.456863,0.359746,0.401899,0.787426,0.879693
890,137554564,Journal of Hospitality Leisure Sport & Tourism Education,,153.000000,0.456848,0.562559,0.510892,1.231392,1.118297
891,2764665428,Journal of Entrepreneurship Management and Innovation,B,76.000000,0.456803,0.771209,0.636781,1.688275,1.393996
892,4210216222,Journal of Entrepreneurship in Emerging Economies,B,259.000000,0.455101,0.481521,0.470503,1.058052,1.033842
893,155589366,Business and Society Review,,124.000000,0.455054,0.512211,0.483256,1.125605,1.061975
894,4210219434,South African Journal of Accounting Research,,61.000000,0.454343,0.877624,0.686329,1.931632,1.510595
895,2764875035,Journal of Entrepreneurship and Public Policy,B,77.000000,0.451024,0.645126,0.576493,1.430358,1.278187
896,4210214382,Erasmus Journal for Philosophy and Economics,,152.000000,0.448352,0.519469,0.442236,1.158617,0.986358
897,207176912,Journal of Foodservice Business Research,,213.000000,0.448282,0.421445,0.432998,0.940133,0.965905
898,4210210758,Asian Journal of Business Research,,67.000000,0.447741,0.671671,0.599445,1.500132,1.338821
899,68051293,Philosophy of Management,,109.000000,0.447640,0.545584,0.504142,1.218802,1.126223
900,4210176635,International Review,,40.000000,0.447230,1.013368,0.803635,2.265879,1.796918
901,2764807727,The International Journal of Entrepreneurship and Innovation,B,155.000000,0.447020,0.440495,0.452566,0.985404,1.012406
902,158129444,Journal of Developmental Entrepreneurship,,109.000000,0.446908,0.533421,0.491887,1.193583,1.100646
903,4210191200,Applied Economic Analysis,,61.000000,0.446238,0.748424,0.643216,1.677187,1.441420
904,2898418539,International Journal of Innovation Studies,,72.000000,0.445960,0.669746,0.593562,1.501808,1.330976
905,4210203057,China Economic Quarterly International,,85.000000,0.445695,0.607315,0.543036,1.362625,1.218402
906,2737328910,REVESCO Revista de Estudios Cooperativos,,118.000000,0.443967,0.586150,0.513596,1.320256,1.156834
907,62069514,The Journal of Entrepreneurship,,87.000000,0.442863,0.635944,0.565047,1.435983,1.275896
908,2737852900,Review of Economic Analysis,E,71.000000,0.439188,0.666174,0.578328,1.516832,1.316813
909,149064342,Mathematical Social Sciences,,227.000000,0.438964,0.558898,0.433072,1.273221,0.986578
910,55432613,Journal of East-West Business,,67.000000,0.436829,0.686877,0.600264,1.572414,1.374138
911,2738796003,Zbornik radova Ekonomskog fakulteta u Rijeci,,43.000000,0.436400,0.895810,0.750348,2.052728,1.719405
912,114724389,Journal of African Business,,151.000000,0.436275,0.778506,0.549669,1.784440,1.259916
913,2764896919,Environmental Economics and Policy Studies,,138.000000,0.435985,0.471070,0.470127,1.080474,1.078310
914,130164084,Journal of financial reporting & accounting,B,353.000000,0.435113,0.390508,0.429340,0.897486,0.986734
915,91213080,The Economists Voice,E,82.000000,0.434862,0.586731,0.529474,1.349234,1.217567
916,2764516800,Journal of Small Business Strategy,B,100.000000,0.434320,0.547713,0.510852,1.261081,1.176212
917,2736975137,Journal of Indonesian Economy and Business,,50.000000,0.433293,0.896819,0.714816,2.069776,1.649730
918,132210109,International Journal of Game Theory,,163.000000,0.433047,0.586048,0.464582,1.353312,1.072821
919,116778711,Asian Journal of Technology Innovation,,137.000000,0.431312,0.472872,0.459869,1.096357,1.066208
920,4306506326,CIRIEC-España revista de economía pública social y cooperativa,,112.000000,0.431211,0.631860,0.533567,1.465317,1.237370
921,141081643,Journal of Innovation Economics & Management,,129.000000,0.430788,0.580870,0.516761,1.348387,1.199570
922,207627288,International Journal of Integrated Supply Management,B,87.000000,0.430656,0.772369,0.595486,1.793473,1.382743
923,40285785,Journal of Applied Economics,E,193.000000,0.429473,0.498420,0.463953,1.160538,1.080284
924,4210228954,Revue de l'OFCE/La Revue de l'OFCE,,92.000000,0.428502,0.629653,0.522630,1.469427,1.219666
925,2898340276,Estudios Gerenciales,,43.000000,0.427678,0.871386,0.716270,2.037484,1.674789
926,4210222123,Journal of Open Innovation Technology Market and Complexity,,800.000000,0.427115,0.397112,0.416057,0.929755,0.974111
927,2764768042,Journal of Economics Finance and Administrative Science,,87.000000,0.426812,0.706353,0.596546,1.654952,1.397680
928,4210179124,Review of Behavioral Economics,,69.000000,0.425820,0.737420,0.597895,1.731764,1.404104
929,158705510,Journal of Economic Studies,E,420.000000,0.425545,0.392141,0.408510,0.921502,0.959969
930,4210206027,Journal of Education for Business,,147.000000,0.425532,0.470998,0.444847,1.106844,1.045390
931,2737221291,Zagreb international review of economics and business/Zagreb international review of economics & business,,44.000000,0.425258,0.848456,0.715878,1.995155,1.683396
932,184239247,Labour,,81.000000,0.425136,0.667657,0.552500,1.570454,1.299584
933,4210168739,M n gement,,131.000000,0.424887,0.557786,0.486835,1.312785,1.145797
934,166595748,International Review of Economics,,104.000000,0.424612,0.626185,0.523590,1.474722,1.233102
935,2738413198,Equilibrium Quarterly Journal of Economics and Economic Policy,,141.000000,0.424542,0.596331,0.539770,1.404647,1.271418
936,4210186146,Economía Agraria y Recursos Naturales,,40.000000,0.424491,0.964086,0.770230,2.271158,1.814480
937,2508752,Business Process Management Journal,B,416.000000,0.422701,0.441964,0.416321,1.045571,0.984906
938,4210226067,Journal of Hospitality and Tourism Insights,,361.000000,0.421492,0.357278,0.396919,0.847651,0.941699
939,116345831,International Journal of Emerging Markets,,794.000000,0.421225,0.445074,0.414551,1.056616,0.984155
940,4210222536,The Southern African Journal of Entrepreneurship and Small Business Management,,61.000000,0.420850,0.771881,0.632891,1.834099,1.503839
941,4210217951,Journal of risk and financial management,,2179.000000,0.419699,0.271644,0.338409,0.647236,0.806314
942,32895864,Actual Problems of Economics,,35.000000,0.418205,0.984787,0.798099,2.354796,1.908393
943,1014724869,Economic Research-Ekonomska Istraživanja,,1069.000000,0.417387,0.362238,0.391695,0.867872,0.938445
944,57658676,Journal of Financial Management of Property and Construction,,94.000000,0.417280,0.671618,0.557519,1.609513,1.336080
945,4210187131,South East European Journal of Economics and Business,E,73.000000,0.415407,0.701452,0.600503,1.688591,1.445577
946,2911234051,The Irish Journal of Management,,44.000000,0.414576,0.841361,0.698429,2.029450,1.684681
947,2764354898,Journal of Comparative International Management,,41.000000,0.413538,0.901199,0.728471,2.179241,1.761557
948,4210171712,Management,,40.000000,0.413142,0.887883,0.733829,2.149097,1.776214
949,203746597,The Annals of Regional Science,E,333.000000,0.411140,0.384171,0.388372,0.934406,0.944622
950,23246025,Corporate Reputation Review,,83.000000,0.410934,0.552901,0.514107,1.345475,1.251071
951,4210206322,PharmacoEconomics - Open,,270.000000,0.410098,0.314459,0.427375,0.766791,1.042129
952,102700472,Financial Services Review,,98.000000,0.409781,0.607630,0.511884,1.482816,1.249165
953,34975756,Journal of Global Responsibility,,111.000000,0.409389,0.505270,0.482249,1.234205,1.177972
954,135706173,Journal of Leadership Studies,,126.000000,0.409216,0.453685,0.434635,1.108670,1.062118
955,146918421,Social Responsibility Journal,,323.000000,0.409039,0.392431,0.410366,0.959399,1.003244
956,2798767114,Corporate Board role duties and composition,B,49.000000,0.408358,0.760165,0.647048,1.861517,1.584513
957,196955526,Journal of Asia-Pacific Business,,61.000000,0.407833,0.758258,0.630638,1.859235,1.546313
958,2764953858,Journal of Real Estate Portfolio Management,,54.000000,0.407210,0.767590,0.637077,1.884998,1.564492
959,2736601860,Entrepreneurial Business and Economics Review,,151.000000,0.406272,0.536785,0.494615,1.321246,1.217448
960,195297104,Organizational Dynamics,,109.000000,0.405998,0.595031,0.492707,1.465601,1.213570
961,4210174900,Décisions Marketing,,70.000000,0.405214,0.693161,0.583606,1.710606,1.440242
962,4210177368,Journal of International Business Research and Marketing,,37.000000,0.404341,0.975312,0.773059,2.412103,1.911897
963,4210191937,Risk Management,,79.000000,0.404251,0.597838,0.531590,1.478877,1.314999
964,170287006,Scandinavian Economic History Review,,107.000000,0.404021,0.624246,0.490876,1.545082,1.214975
965,2738123342,Economic Journal of Emerging Markets,,55.000000,0.403852,0.766897,0.641517,1.898954,1.588494
966,111496547,Scottish Journal of Political Economy,,114.000000,0.403809,0.525746,0.473674,1.301967,1.173016
967,2765057965,Gadjah Mada International Journal of Business,,47.000000,0.403680,0.890700,0.705865,2.206450,1.748575
968,71351135,International Journal of Disclosure and Governance,B,179.000000,0.402640,0.488299,0.455975,1.212741,1.132463
969,139478629,Journal of Business-to-Business Marketing,,130.000000,0.402569,0.506074,0.462367,1.257110,1.148539
970,22431819,International Economic Journal,E,106.000000,0.401746,0.537364,0.491190,1.337571,1.222640
971,2764837506,Indian Journal of Labour Economics,,145.000000,0.401103,0.522126,0.463754,1.301725,1.156198
972,4210214252,Risks,,876.000000,0.400620,0.243312,0.317104,0.607338,0.791532
973,4210201520,The Japanese Political Economy,,59.000000,0.400192,0.743835,0.604666,1.858695,1.510939
974,2764651625,Journal of Economic Integration,E,116.000000,0.399797,0.504370,0.469065,1.261567,1.173258
975,945769174,Revue d économie politique,,91.000000,0.399351,0.604494,0.515168,1.513692,1.290015
976,4210229491,Journal of Intelligence Studies in Business,,57.000000,0.399145,0.818300,0.649193,2.050131,1.626460
977,94039387,International Journal of Hospitality & Tourism Administration,,156.000000,0.398570,0.462793,0.436215,1.161136,1.094450
978,201675752,Canadian Journal of Administrative Sciences / Revue Canadienne des Sciences de l Administration,B,144.000000,0.397720,0.456905,0.422522,1.148811,1.062362
979,4210208553,OPEC Energy Review,,81.000000,0.397678,0.566972,0.526991,1.425707,1.325170
980,44455300,Journal of Environmental Management,,10448.000000,0.397588,0.198054,0.340214,0.498139,0.855695
981,4210206464,International journal of organizational analysis,B,500.000000,0.397051,0.414302,0.397260,1.043446,1.000527
982,141552693,Journal of Islamic marketing,,440.000000,0.396745,0.484398,0.442429,1.220928,1.115147
983,4210239688,Communications of the Association for Information Systems,,110.000000,0.396457,0.532207,0.469049,1.342409,1.183103
984,32948690,Qualitative Research in Financial Markets,,170.000000,0.395770,0.515877,0.464933,1.303479,1.174758
985,171491724,Journal of Economics and Finance,,155.000000,0.395325,0.464703,0.436626,1.175495,1.104473
986,2764830693,Environmental Economics,,59.000000,0.395167,0.730799,0.618193,1.849341,1.564382
987,4386621735,International Journal of Management Studies,,71.000000,0.394971,0.699529,0.581666,1.771091,1.472681
988,8124760,Journal of Management & Organization,B,324.000000,0.394811,0.371993,0.372223,0.942206,0.942788
989,90392387,South African Journal of Economics,,101.000000,0.393746,0.560352,0.491778,1.423131,1.248973
990,2764431486,World Review of Political Economy,,41.000000,0.392970,1.025409,0.754886,2.609381,1.920975
991,2738428943,Studia Universitatis „Vasile Goldis” Arad – Economics Series,E,70.000000,0.392459,0.768115,0.615140,1.957187,1.567400
992,4210230903,Engineering Management Journal,,140.000000,0.391937,0.472754,0.436002,1.206199,1.112428
993,9940815,International Journal of Services Operations and Informatics,,43.000000,0.391058,0.850751,0.695754,2.175508,1.779156
994,2898542531,Revista de Contabilidad,B,110.000000,0.390660,0.575532,0.500911,1.473228,1.282216
995,126354654,Journal of Financial Services Marketing,,166.000000,0.390445,0.503370,0.461913,1.289222,1.183044
996,81159284,International Journal of Quality & Reliability Management,,380.000000,0.390093,0.361633,0.391401,0.927043,1.003353
997,2739118867,Revista Universidad y Empresa,,44.000000,0.388928,0.935863,0.720299,2.406261,1.852011
998,49164534,Journal of International Commerce Economics and Policy,,71.000000,0.388854,0.648729,0.561009,1.668310,1.442726
999,105710273,Review of Financial Economics,,99.000000,0.388126,0.564986,0.497284,1.455677,1.281245
1000,4393918062,Suma de Negocios,,41.000000,0.387809,0.936721,0.731320,2.415419,1.885775
1001,4210200043,International Journal of Business Analytics,,57.000000,0.384403,0.789007,0.637233,2.052553,1.657721
1002,4210199549,The Journal of Prediction Markets,,52.000000,0.382812,0.712774,0.607787,1.861942,1.587691
1003,117460449,Asia Pacific Business Review,,304.000000,0.382096,0.329330,0.351681,0.861903,0.920398
1004,4210189494,Applied Finance Letters,,55.000000,0.381952,0.684748,0.599301,1.792762,1.569049
1005,4210201856,New Zealand Economic Papers,E,100.000000,0.380758,0.523226,0.462399,1.374169,1.214418
1006,28881989,International Journal of Financial Markets and Derivatives,E,41.000000,0.379992,0.995294,0.746417,2.619246,1.964293
1007,129963087,Journal of Islamic accounting and business research,,420.000000,0.379167,0.414535,0.412071,1.093278,1.086781
1008,2913545599,Spanish Journal of Finance and Accounting / Revista Española de Financiación y Contabilidad,,81.000000,0.378779,0.622579,0.528095,1.643645,1.394203
1009,132368879,Journal of Enterprising Culture,B,62.000000,0.377410,0.713378,0.590196,1.890194,1.563805
1010,66524056,Journal of Business Economics and Management,,294.000000,0.377046,0.444828,0.415131,1.179772,1.101009
1011,4210226929,South Asian Journal of Human Resources Management,,70.000000,0.376529,0.659990,0.559724,1.752824,1.486534
1012,57522439,Australian Economic Papers,E,162.000000,0.376382,0.439928,0.416937,1.168834,1.107750
1013,4210216953,International Journal of Economic Policy Studies,E,79.000000,0.375303,0.655826,0.546134,1.747458,1.455180
1014,4210181789,Journal of the International Council for Small Business,B,142.000000,0.374742,0.397733,0.403260,1.061351,1.076099
1015,4210219734,National Accounting Review,E,86.000000,0.373713,0.522256,0.481276,1.397479,1.287823
1016,185277049,Journal of Banking Regulation,,109.000000,0.372117,0.481155,0.449418,1.293020,1.207731
1017,55074384,The B E Journal of Economic Analysis & Policy,,199.000000,0.372012,0.397185,0.370558,1.067666,0.996092
1018,4210226106,Cuadernos de Gestión,,62.000000,0.371185,0.698464,0.579505,1.881712,1.561228
1019,175723052,Argumenta Oeconomica,,56.000000,0.369891,0.722002,0.602584,1.951933,1.629086
1020,146534985,Journal of Economic Interaction and Coordination,,132.000000,0.369798,0.415545,0.406067,1.123707,1.098077
1021,16035445,Enterprise & Society,,78.000000,0.369472,0.668395,0.518429,1.809057,1.403163
1022,116662517,Asian Economic Journal,E,61.000000,0.367968,0.679968,0.567566,1.847902,1.542435
1023,2764824119,Real Estate Management and Valuation,,132.000000,0.365273,0.601943,0.483149,1.647925,1.322707
1024,2736877889,Management & Marketing,,128.000000,0.364194,0.520361,0.460502,1.428803,1.264443
1025,173896063,Property Management,,165.000000,0.363495,0.546297,0.437543,1.502900,1.203710
1026,4210189231,Public and Municipal Finance,,57.000000,0.362889,0.744137,0.623794,2.050592,1.718965
1027,2764794650,Journal of International Logistics and Trade,,64.000000,0.362345,0.935223,0.660239,2.581031,1.822129
1028,2737685543,Revista Finanzas y Política Económica,,42.000000,0.361745,0.826413,0.673545,2.284516,1.861932
1029,95496512,Review of Development Economics,,447.000000,0.361717,0.304987,0.329449,0.843163,0.910792
1030,56187647,International Journal of Logistics Economics and Globalisation,,47.000000,0.361176,0.776568,0.641030,2.150106,1.774838
1031,2737251451,Management Science Letters,,348.000000,0.360408,0.879436,0.520631,2.440113,1.444560
1032,4210221741,Organizations and Markets in Emerging Economies,,74.000000,0.360000,0.622832,0.523416,1.730089,1.453933
1033,4210172834,Revista de Economía Institucional,,45.000000,0.359532,0.929089,0.704569,2.584165,1.959685
1034,4306506978,Contaduría Universidad de Antioquia,,47.000000,0.359080,0.833172,0.656304,2.320293,1.827737
1035,29659387,Industrial and Commercial Training,,103.000000,0.359079,0.549072,0.478839,1.529113,1.333519
1036,109960688,Journal of Human Resources in Hospitality & Tourism,,108.000000,0.358958,0.546182,0.472077,1.521575,1.315131
1037,116955675,Asia-Pacific Financial Markets,,162.000000,0.358479,0.407498,0.403644,1.136743,1.125990
1038,4210182956,Journal of Marketing Analytics,,232.000000,0.358443,0.330713,0.349559,0.922636,0.975213
1039,4210197218,The journal of wealth management,,92.000000,0.356297,0.735363,0.527294,2.063902,1.479928
1040,4210211241,Business Management and Economics Engineering,,49.000000,0.355509,0.738101,0.619137,2.076179,1.741548
1041,4210198644,Economics of Transition and Institutional Change,,165.000000,0.355260,0.396000,0.382071,1.114678,1.075468
1042,184351885,Managerial Finance,,391.000000,0.354396,0.320971,0.338067,0.905686,0.953924
1043,4210198794,Asia and the Global Economy,,53.000000,0.354379,0.720857,0.593264,2.034139,1.674092
1044,130699561,Technology Analysis and Strategic Management,,867.000000,0.353660,0.288904,0.314380,0.816897,0.888932
1045,2764873792,African Journal of Business and Economic Research,,44.000000,0.353481,0.798806,0.651094,2.259828,1.841950
1046,3030835295,Economic Affairs,,117.000000,0.353165,0.481614,0.419918,1.363708,1.189013
1047,137473582,Strategy and Leadership,B,42.000000,0.351615,0.814710,0.662035,2.317049,1.882838
1048,82178847,Economic Papers A journal of applied economics and policy,,92.000000,0.350512,0.521813,0.466186,1.488716,1.330014
1049,101163346,International Journal of Strategic Property Management,,138.000000,0.349587,0.510530,0.438897,1.460381,1.255474
1050,2764416040,Quality Innovation Prosperity,,89.000000,0.349343,0.623262,0.519794,1.784097,1.487920
1051,16146169,International Journal of Economic Theory,E,100.000000,0.349133,0.522293,0.454383,1.495971,1.301462
1052,56271844,Information Systems and e-Business Management,,162.000000,0.347630,0.392974,0.375689,1.130435,1.080714
1053,191612999,Organizacija,,88.000000,0.347556,0.628530,0.520486,1.808426,1.497559
1054,967494592,Global Business Review,,421.000000,0.347049,0.465919,0.397571,1.342516,1.145577
1055,2898603574,RAUSP Management Journal,B,94.000000,0.347010,0.635230,0.508400,1.830581,1.465087
1056,47824075,Global Economic Review,,74.000000,0.346444,0.581771,0.503802,1.679263,1.454208
1057,162583106,Health Marketing Quarterly,,95.000000,0.346422,0.565340,0.465784,1.631943,1.344559
1058,4210168092,Journal of the History of Economic Thought,,190.000000,0.345850,0.515687,0.381272,1.491071,1.102421
1059,4210218449,Business Ethics the Environment & Responsibility,,420.000000,0.345302,0.260366,0.298666,0.754024,0.864941
1060,2764466227,IIM Kozhikode Society & Management Review,,75.000000,0.345013,0.618611,0.523436,1.793006,1.517147
1061,4210206337,Journal of Accounting Business and Management (JABM),B,57.000000,0.344650,0.708207,0.575123,2.054858,1.668716
1062,2736886050,Contabilidad y Negocios,,45.000000,0.344625,0.869995,0.669552,2.524471,1.942842
1063,2738848155,Contemporary Economics,,81.000000,0.344619,0.555645,0.489875,1.612346,1.421498
1064,4210179427,Academia Revista Latinoamericana de Administración,B,106.000000,0.344154,0.531832,0.454605,1.545329,1.320935
1065,4210214909,Prague Economic Papers,E,82.000000,0.339476,0.627839,0.504489,1.849432,1.486081
1066,203894561,International Journal of Pharmaceutical and Healthcare Marketing,,138.000000,0.338940,0.433595,0.407971,1.279271,1.203669
1067,156260212,Research in Economics,E,125.000000,0.338853,0.471139,0.409482,1.390393,1.208437
1068,4210217054,China Accounting and Finance Review,,71.000000,0.338110,0.583530,0.499337,1.725862,1.476850
1069,4306531871,Terra Economicus,,93.000000,0.337352,0.524027,0.482666,1.553353,1.430747
1070,47854491,International Journal of Entrepreneurial Venturing,B,131.000000,0.337017,0.643025,0.463906,1.907992,1.376507
1071,4210186315,DECISION,,116.000000,0.334358,0.514344,0.436320,1.538301,1.304947
1072,2737657525,Lecturas de Economía,,44.000000,0.334354,0.795522,0.637365,2.379276,1.906257
1073,62270215,International Journal of Information Systems and Supply Chain Management,B,66.000000,0.333729,0.699711,0.548557,2.096640,1.643718
1074,4210183922,Journal of General Management,B,164.000000,0.333480,0.352911,0.353266,1.058270,1.059334
1075,205929853,Electronic Commerce Research,,468.000000,0.333235,0.272486,0.301743,0.817700,0.905496
1076,188742231,International Journal of Innovation Science,B,204.000000,0.333222,0.399037,0.381318,1.197512,1.144337
1077,4210171100,Strategic Management,B,81.000000,0.331645,0.802890,0.571252,2.420932,1.722482
1078,166753014,Health Services Management Research,,128.000000,0.330100,0.448206,0.399180,1.357788,1.209268
1079,201533460,Applied Economics,E,2412.000000,0.328409,0.225609,0.266330,0.686975,0.810972
1080,181870614,Journal of Financial Economic Policy,,129.000000,0.327077,0.429590,0.404143,1.313421,1.235620
1081,4210194336,Accounting and Management Information Systems,B,110.000000,0.327068,0.478415,0.424799,1.462739,1.298808
1082,4210193400,Economic Change and Restructuring,,405.000000,0.326975,0.306083,0.321823,0.936106,0.984243
1083,2764827305,International Journal of Financial Studies,,432.000000,0.326100,0.286263,0.316044,0.877838,0.969163
1084,88920680,Intangible Capital,,72.000000,0.324075,0.571703,0.488260,1.764104,1.506624
1085,15925821,Journal of Modelling in Management,,259.000000,0.322665,0.353727,0.352152,1.096266,1.091385
1086,192372812,Journal of International Food & Agribusiness Marketing,,131.000000,0.321728,0.418249,0.386861,1.300011,1.202450
1087,98984247,Computational Economics,,680.000000,0.321478,0.227591,0.267780,0.707951,0.832965
1088,193530623,Studies in Nonlinear Dynamics and Econometrics,E,169.000000,0.320979,0.369924,0.346026,1.152487,1.078033
1089,25359449,International Advances in Economic Research,E,117.000000,0.320528,0.460543,0.410680,1.436826,1.281263
1090,138400101,Managerial and Decision Economics,,1170.000000,0.320424,0.228508,0.264329,0.713144,0.824935
1091,4210175221,Asia-Pacific Journal of Regional Science,E,143.000000,0.317884,0.467041,0.409550,1.469220,1.288364
1092,196354030,International Journal of Technology Management and Sustainable Development,,62.000000,0.317756,0.643055,0.530665,2.023735,1.670036
1093,2764865913,Economics and Business Letters,,133.000000,0.317562,0.449374,0.400842,1.415075,1.262250
1094,4210173805,Evidence-based HRM a Global Forum for Empirical Scholarship,,163.000000,0.314551,0.391546,0.358172,1.244780,1.138676
1095,4210189864,The Economics and Finance Letters,,51.000000,0.313869,0.707095,0.575301,2.252835,1.832936
1096,88045947,The International Trade Journal,,150.000000,0.312906,0.450694,0.397543,1.440350,1.270490
1097,46803900,Macroeconomics and Finance in Emerging Market Economies,,111.000000,0.311837,0.444101,0.411972,1.424144,1.321112
1098,2765036513,Australasian Accounting Business and Finance Journal,,185.000000,0.311084,0.403632,0.366842,1.297503,1.179239
1099,61727081,Economics & Sociology,,237.000000,0.309142,0.382325,0.375022,1.236729,1.213107
1100,2764853111,Journal of Economic and Financial Sciences,,114.000000,0.308290,0.499854,0.421662,1.621379,1.367746
1101,64915403,The Quarterly Journal of Austrian Economics,,69.000000,0.305040,0.599629,0.486443,1.965738,1.594685
1102,4210231521,Data Science in Finance and Economics,,57.000000,0.304276,0.646436,0.532356,2.124508,1.749583
1103,2764792399,Investment Analysts Journal,,113.000000,0.304184,0.416822,0.391062,1.370296,1.285610
1104,72326750,Journal of technology management & innovation,,92.000000,0.303931,0.551571,0.447202,1.814791,1.471392
1105,4210171825,American Business Review,,98.000000,0.303756,0.477512,0.420430,1.572026,1.384106
1106,130757258,International Game Theory Review,,113.000000,0.303314,0.461796,0.388777,1.522502,1.281764
1107,4210179731,Cuadernos de Administración,,60.000000,0.303097,0.749307,0.566713,2.472169,1.869744
1108,2738551320,Health Economics Review,,226.000000,0.303010,0.326323,0.330191,1.076941,1.089704
1109,4210195452,FIIB Business Review,,220.000000,0.302579,0.326236,0.332503,1.078184,1.098897
1110,28703636,Journal of Corporate Accounting & Finance,B,242.000000,0.302468,0.312674,0.307611,1.033744,1.017004
1111,2765038058,Human Systems Management,,227.000000,0.301287,0.334620,0.333046,1.110634,1.105410
